MOBID,ITEMID,Verified,Chance
mob_bubbling,item_mithril_ore,FALSE,
mob_bubbling,item_sapphire_ore,FALSE,
mob_axe_stump,item_mesos,TRUE,
mob_axe_stump,item_red_potion,TRUE,
mob_axe_stump,item_blue_potion,TRUE,
mob_axe_stump,item_firewood,TRUE,
mob_axe_stump,item_opal_ore,TRUE,
mob_axe_stump,item_yellow_starry_bandana,FALSE,
mob_axe_stump,item_blue_robin_hat,FALSE,
mob_axe_stump,item_orange_split_piece,FALSE,
mob_axe_stump,item_brown_nightshift,FALSE,
mob_axe_stump,item_brown_nightshift_pants,FALSE,
mob_axe_stump,item_white_split_pants,FALSE,
mob_axe_stump,item_blue_avenger,FALSE,
mob_axe_stump,item_contra_axe,FALSE,
mob_axe_stump,item_wizard_wand,FALSE,
mob_axe_stump,item_old_wooden_staff,FALSE,
mob_axe_stump,item_wooden_baseball_bat,FALSE,
mob_axe_stump,item_wooden_top,FALSE,
mob_axe_stump,item_blue_potion,FALSE,
mob_axe_stump,item_amethyst_earrings,FALSE,
mob_axe_stump,item_battle_shield,FALSE,
mob_axe_stump,item_orihalcon_ore,FALSE,
mob_blue_mushroom,item_mesos,TRUE,
mob_blue_mushroom,item_red_potion,TRUE,
mob_blue_mushroom,item_arrow_for_crossbow,TRUE,
mob_blue_mushroom,item_blue_mushroom_cap,TRUE,
mob_blue_mushroom,item_red_loosecap,FALSE,
mob_blue_mushroom,item_green_burgler,FALSE,
mob_blue_mushroom,item_blue_sergeant,FALSE,
mob_blue_mushroom,item_red_shivermail,FALSE,
mob_blue_mushroom,item_steel_fitted_mail,FALSE,
mob_blue_mushroom,item_steel_sergeant_kilt,FALSE,
mob_blue_mushroom,item_red_shivermail_skirt,FALSE,
mob_blue_mushroom,item_mithril_war_boots,FALSE,
mob_blue_mushroom,item_purple_jewelry_boots,FALSE,
mob_blue_mushroom,item_halfmoon_zamadar,FALSE,
mob_blue_mushroom,item_wizard_staff,FALSE,
mob_blue_mushroom,item_mithril_pole_arm,FALSE,
mob_blue_mushroom,item_magic_potion,FALSE,
mob_blue_mushroom,item_orange_potion,FALSE,
mob_blue_mushroom,item_white_potion,FALSE,
mob_blue_mushroom,item_blue_potion,FALSE,
mob_blue_mushroom,item_field_dagger,FALSE,
mob_blue_mushroom,item_iron_axe,FALSE,
mob_blue_mushroom,item_fork_on_a_stick,FALSE,
mob_blue_mushroom,item_gold_ore,FALSE,
mob_blue_mushroom,item_sapphire_ore,FALSE,
mob_blue_mushroom,item_topaz_ore,FALSE,
mob_stirge,item_mesos,TRUE,
mob_stirge,item_orange_potion,TRUE,
mob_stirge,item_blue_potion,TRUE,
mob_stirge,item_arrow_for_crossbow,TRUE,
mob_stirge,item_stirge_wing,TRUE,
mob_stirge,item_stiff_feather,TRUE,
mob_stirge,item_iron_ore,TRUE,
mob_stirge,item_broken_mirror_glass,TRUE,
mob_stirge,item_green_robin_hat,FALSE,
mob_stirge,item_steel_corporal,FALSE,
mob_stirge,item_red_pao,FALSE,
mob_stirge,item_pink_qi_pao,FALSE,
mob_stirge,item_steel_corporal_pants,FALSE,
mob_stirge,item_red_pao_bottom,FALSE,
mob_stirge,item_purple_qi_pao_skirt,FALSE,
mob_stirge,item_blue_basic_boots,FALSE,
mob_stirge,item_work_gloves,FALSE,
mob_stirge,item_ryden,FALSE,
mob_stirge,item_lemon,FALSE,
mob_stirge,item_steel_ore,FALSE,
mob_stirge,item_garnet_ore,FALSE,
mob_jr_necki,item_mesos,TRUE,
mob_jr_necki,item_blue_potion,TRUE,
mob_jr_necki,item_arrow_for_bow,TRUE,
mob_jr_necki,item_jr_necki_skin,TRUE,
mob_jr_necki,item_steel_sharp_helm,FALSE,
mob_jr_necki,item_blue_baseball_cap,FALSE,
mob_jr_necki,item_brown_lamelle,FALSE,
mob_jr_necki,item_purple_split,FALSE,
mob_jr_necki,item_blue_kendo_robe,FALSE,
mob_jr_necki,item_brown_ramel_skirt,FALSE,
mob_jr_necki,item_red_jack_boots,FALSE,
mob_jr_necki,item_orange,FALSE,
mob_jr_necki,item_orange_throwing_stars,FALSE,
mob_jr_necki,item_white_split_skirt,FALSE,
mob_jr_necki,item_coconut_knife,FALSE,
mob_jr_necki,item_mithril_ore,FALSE,
mob_jr_necki,item_topaz_ore,FALSE,
mob_horny_mushroom,item_mesos,TRUE,
mob_horny_mushroom,item_blue_shark,TRUE,
mob_horny_mushroom,item_orange_potion,TRUE,
mob_horny_mushroom,item_blue_potion,TRUE,
mob_horny_mushroom,item_magic_potion,TRUE,
mob_horny_mushroom,item_arrow_for_bow,TRUE,
mob_horny_mushroom,item_arrow_for_crossbow,TRUE,
mob_horny_mushroom,item_horny_mushroom_cap,TRUE,
mob_horny_mushroom,item_topaz_ore,TRUE,
mob_horny_mushroom,item_bronze_ore,TRUE,
mob_horny_mushroom,item_iron_burgernet_helm,FALSE,
mob_horny_mushroom,item_brown_jester,FALSE,
mob_horny_mushroom,item_blue_polefeather_hat,FALSE,
mob_horny_mushroom,item_blue_pilfer,FALSE,
mob_horny_mushroom,item_black_pao,FALSE,
mob_horny_mushroom,item_green_able_armor,FALSE,
mob_horny_mushroom,item_red_kendo_robe,FALSE,
mob_horny_mushroom,item_blue_jean_shorts,FALSE,
mob_horny_mushroom,item_black_pao_bottom,FALSE,
mob_horny_mushroom,item_brown_sneak_pants,FALSE,
mob_horny_mushroom,item_green_able_armor_skirt,FALSE,
mob_horny_mushroom,item_yellow_windshoes,FALSE,
mob_horny_mushroom,item_steel_fingerless_gloves,FALSE,
mob_horny_mushroom,item_steel_shield,FALSE,
mob_horny_mushroom,item_cutlus,FALSE,
mob_horny_mushroom,item_iron_axe,FALSE,
mob_horny_mushroom,item_mithril_pole_arm,FALSE,
mob_horny_mushroom,item_eagle_crow,FALSE,
mob_horny_mushroom,item_wizard_potion,FALSE,
mob_horny_mushroom,item_sapphire_ore,FALSE,
mob_dark_axe_stump,item_mesos,TRUE,
mob_dark_axe_stump,item_orange_potion,TRUE,
mob_dark_axe_stump,item_blue_potion,TRUE,
mob_dark_axe_stump,item_firewood,TRUE,
mob_dark_axe_stump,item_bronze_football_helmet,FALSE,
mob_dark_axe_stump,item_yellow_starry_bandana,FALSE,
mob_dark_axe_stump,item_purple_shivermail,FALSE,
mob_dark_axe_stump,item_brown_doroness_robe,FALSE,
mob_dark_axe_stump,item_purple_doroness_robe,FALSE,
mob_dark_axe_stump,item_green_legolier_pants,FALSE,
mob_dark_axe_stump,item_green_able_armor_skirt,FALSE,
mob_dark_axe_stump,item_purple_shivermail_skirt,FALSE,
mob_dark_axe_stump,item_red_lappy_boots,FALSE,
mob_dark_axe_stump,item_black_lappy_boots,FALSE,
mob_dark_axe_stump,item_sap_of_ancient_tree,FALSE,
mob_dark_axe_stump,item_wooden_top,FALSE,
mob_dark_axe_stump,item_axe,FALSE,
mob_dark_axe_stump,item_steel_ore,FALSE,
mob_dark_axe_stump,item_diamond_ore,FALSE,
mob_dark_axe_stump,item_the_summoning_rock,FALSE,
mob_zombie_mushroom,item_mesos,TRUE,
mob_zombie_mushroom,item_orange_potion,TRUE,
mob_zombie_mushroom,item_dexterity_potion,TRUE,
mob_zombie_mushroom,item_charm_of_the_undead,TRUE,
mob_zombie_mushroom,item_iron_burgernet_helm,FALSE,
mob_zombie_mushroom,item_pink_jester,FALSE,
mob_zombie_mushroom,item_weighted_earrings,FALSE,
mob_zombie_mushroom,item_gold_earrings,FALSE,
mob_zombie_mushroom,item_steel_corporal,FALSE,
mob_zombie_mushroom,item_red_hwarang_shirt,FALSE,
mob_zombie_mushroom,item_green_hwarang_shirt,FALSE,
mob_zombie_mushroom,item_black_pao,FALSE,
mob_zombie_mushroom,item_brown_sneak,FALSE,
mob_zombie_mushroom,item_blue_chaos_robe,FALSE,
mob_zombie_mushroom,item_white_chaos_robe,FALSE,
mob_zombie_mushroom,item_red_martial_arts_pants,FALSE,
mob_zombie_mushroom,item_brown_sneak_pants,FALSE,
mob_zombie_mushroom,item_red_arten,FALSE,
mob_zombie_mushroom,item_blue_counter,FALSE,
mob_zombie_mushroom,item_mithril_wand,FALSE,
mob_zombie_mushroom,item_iron_axe,FALSE,
mob_zombie_mushroom,item_nakamaki,FALSE,
mob_zombie_mushroom,item_hunters_bow,FALSE,
mob_zombie_mushroom,item_white_potion,FALSE,
mob_zombie_mushroom,item_blue_potion,FALSE,
mob_zombie_mushroom,item_mithril_ore,FALSE,
mob_zombie_mushroom,item_adamantium_ore,FALSE,
mob_zombie_mushroom,item_emerald_ore,FALSE,
mob_wild_boar,item_mesos,TRUE,
mob_wild_boar,item_orange_potion,TRUE,
mob_wild_boar,item_blue_potion,TRUE,
mob_wild_boar,item_warrior_potion,TRUE,
mob_wild_boar,item_arrow_for_bow,TRUE,
mob_wild_boar,item_arrow_for_crossbow,TRUE,
mob_wild_boar,item_wild_boar_tooth,TRUE,
mob_wild_boar,item_leather,TRUE,
mob_wild_boar,item_blue_jester,FALSE,
mob_wild_boar,item_bronze_football_helmet,FALSE,
mob_wild_boar,item_bronze_pride,FALSE,
mob_wild_boar,item_brown_guiltian,FALSE,
mob_wild_boar,item_red_distinction,FALSE,
mob_wild_boar,item_weighted_earrings,FALSE,
mob_wild_boar,item_sapphire_earrings,FALSE,
mob_wild_boar,item_brown_piette,FALSE,
mob_wild_boar,item_green_shivermail,FALSE,
mob_wild_boar,item_purple_shivermail,FALSE,
mob_wild_boar,item_purple_doroness_robe,FALSE,
mob_wild_boar,item_red_doroness_robe,FALSE,
mob_wild_boar,item_blue_knucklevest_pants,FALSE,
mob_wild_boar,item_brown_piette_pants,FALSE,
mob_wild_boar,item_green_able_armor_skirt,FALSE,
mob_wild_boar,item_green_shivermail_skirt,FALSE,
mob_wild_boar,item_iron_chain_boots,FALSE,
mob_wild_boar,item_mithril_battle_grieves,FALSE,
mob_wild_boar,item_circle_winded_staff,FALSE,
mob_wild_boar,item_lionheart,FALSE,
mob_wild_boar,item_sabretooth,FALSE,
mob_wild_boar,item_nakamaki,FALSE,
mob_wild_boar,item_ryden,FALSE,
mob_wild_boar,item_eagle_crow,FALSE,
mob_wild_boar,item_mithril_guards,FALSE,
mob_wild_boar,item_stiff_feather,FALSE,
mob_wild_boar,item_power_crystal_ore,FALSE,
mob_wild_boar,item_the_summoning_rock,FALSE,
mob_wild_boar,item_adamantium_ore,FALSE,
mob_wild_boar,item_opal_ore,FALSE,
mob_evil_eye,item_mesos,TRUE,
mob_evil_eye,item_great_red_helmet,FALSE,
mob_evil_eye,item_cats_eye,FALSE,
mob_evil_eye,item_yellow_square,FALSE,
mob_evil_eye,item_red_hwarang_shirt,FALSE,
mob_evil_eye,item_green_avelin,FALSE,
mob_evil_eye,item_green_bennis_chainmail,FALSE,
mob_evil_eye,item_gold_sneak,FALSE,
mob_evil_eye,item_white_crusader_chainmail,FALSE,
mob_evil_eye,item_white_wizard_robe,FALSE,
mob_evil_eye,item_blue_engrit,FALSE,
mob_evil_eye,item_khaki_shadow_pants,FALSE,
mob_evil_eye,item_gold_sneak_pants,FALSE,
mob_evil_eye,item_bennis_chainpants,FALSE,
mob_evil_eye,item_ocean_mesana,FALSE,
mob_evil_eye,item_cutlus,FALSE,
mob_evil_eye,item_mithril_maul,FALSE,
mob_evil_eye,item_forked_spear,FALSE,
mob_evil_eye,item_orange_potion,FALSE,
mob_evil_eye,item_white_potion,FALSE,
mob_evil_eye,item_blue_potion,FALSE,
mob_evil_eye,item_speed_potion,FALSE,
mob_evil_eye,item_evil_eye_tail,TRUE,
mob_evil_eye,item_silver_ore,FALSE,
mob_evil_eye,item_sapphire_ore,FALSE,
mob_evil_eye,item_diamond_ore,FALSE,
mob_iron_hog,item_mesos,TRUE,
mob_iron_hog,item_iron_hogs_metal_hoof,TRUE,
mob_iron_hog,item_blue_loosecap,FALSE,
mob_iron_hog,item_brown_guiltian,FALSE,
mob_iron_hog,item_brown_burgler,FALSE,
mob_iron_hog,item_redlined_kismet,FALSE,
mob_iron_hog,item_bluelined_kismet,FALSE,
mob_iron_hog,item_orange_calaf,FALSE,
mob_iron_hog,item_red_moon_shoes,FALSE,
mob_iron_hog,item_blue_pierre_shoes,FALSE,
mob_iron_hog,item_gold_cleave,FALSE,
mob_iron_hog,item_adamantium_tower_shield,FALSE,
mob_iron_hog,item_dankke,FALSE,
mob_iron_hog,item_knuckle_mace,FALSE,
mob_iron_hog,item_halfmoon_zamadar,FALSE,
mob_iron_hog,item_blood_slain,FALSE,
mob_iron_hog,item_white_potion,FALSE,
mob_iron_hog,item_blue_potion,FALSE,
mob_iron_hog,item_elixir,FALSE,
mob_iron_hog,item_adamantium_ore,FALSE,
mob_iron_hog,item_sapphire_ore,FALSE,
mob_fairy,item_mesos,FALSE,
mob_fairy,item_orange_potion,FALSE,
mob_fairy,item_blue_potion,FALSE,
mob_fairy,item_all_cure_potion,FALSE,
mob_fairy,item_antidote,FALSE,
mob_fairy,item_eyedrop,FALSE,
mob_fairy,item_tonic,FALSE,
mob_fairy,item_fairys_antenna,FALSE,
mob_fairy,item_mithril_ore,FALSE,
mob_fairy,item_silver_ore,FALSE,
mob_fairy,item_orihalcon_ore,FALSE,
mob_fairy,item_amethyst_ore,FALSE,
mob_fairy,item_garnet_ore,FALSE,
mob_fairy,item_aquamarine_ore,FALSE,
mob_fairy,item_opal_ore,FALSE,
mob_fairy,item_topaz_ore,FALSE,
mob_ligator,item_mesos,TRUE,
mob_ligator,item_orange_potion,TRUE,
mob_ligator,item_ligator_skin,TRUE,
mob_ligator,item_green_bennis_chainmail,FALSE,
mob_ligator,item_green_lamelle,FALSE,
mob_ligator,item_red_amoria_top,FALSE,
mob_ligator,item_yellow_engrit,FALSE,
mob_ligator,item_green_ramel_skirt,FALSE,
mob_ligator,item_red_amoria_skirt,FALSE,
mob_ligator,item_brown_moon_pants,FALSE,
mob_ligator,item_mithril_trigger,FALSE,
mob_ligator,item_steel_arbion,FALSE,
mob_ligator,item_green_marker,FALSE,
mob_ligator,item_steel_tower_shield,FALSE,
mob_ligator,item_gephart,FALSE,
mob_ligator,item_mithril_maul,FALSE,
mob_ligator,item_zeco,FALSE,
mob_ligator,item_white_potion,FALSE,
mob_ligator,item_blue_potion,FALSE,
mob_ligator,item_elixir,FALSE,
mob_ligator,item_the_magic_rock,FALSE,
mob_ligator,item_mithril_ore,FALSE,
mob_ligator,item_aquamarine_ore,FALSE,
mob_fire_boar,item_mesos,TRUE,
mob_fire_boar,item_blood_fitted_mail,TRUE,
mob_fire_boar,item_orange_potion,TRUE,
mob_fire_boar,item_blue_potion,TRUE,
mob_fire_boar,item_arrow_for_crossbow,TRUE,
mob_fire_boar,item_fire_boars_tooth,TRUE,
mob_fire_boar,item_leather,TRUE,
mob_fire_boar,item_red_matty,FALSE,
mob_fire_boar,item_green_burgler,FALSE,
mob_fire_boar,item_green_hwarang_shirt,FALSE,
mob_fire_boar,item_brown_martial_arts_pants,FALSE,
mob_fire_boar,item_red_hunter_boots,FALSE,
mob_fire_boar,item_black_salt_shoes,FALSE,
mob_fire_boar,item_red_silky_boots,FALSE,
mob_fire_boar,item_gold_sylvia,FALSE,
mob_fire_boar,item_blue_lutia,FALSE,
mob_fire_boar,item_korean_fan,FALSE,
mob_fire_boar,item_mithril_wand,FALSE,
mob_fire_boar,item_crystal_wand,FALSE,
mob_fire_boar,item_ryden,FALSE,
mob_fire_boar,item_heckler,FALSE,
mob_fire_boar,item_silver_guardian,FALSE,
mob_fire_boar,item_white_potion,FALSE,
mob_fire_boar,item_wolbi_throwing_stars,FALSE,
mob_fire_boar,item_snowball_throwing_stars,FALSE,
mob_fire_boar,item_arwens_glass_shoe,FALSE,
mob_fire_boar,item_the_summoning_rock,FALSE,
mob_fire_boar,item_steel_ore,FALSE,
mob_fire_boar,item_mithril_ore,FALSE,
mob_fire_boar,item_garnet_ore,FALSE,
mob_fire_boar,item_diamond_ore,FALSE,
mob_curse_eye,item_mesos,TRUE,
mob_curse_eye,item_orange_potion,TRUE,
mob_curse_eye,item_arrow_for_bow,TRUE,
mob_curse_eye,item_curse_eye_tail,TRUE,
mob_curse_eye,item_topaz_ore,TRUE,
mob_curse_eye,item_red_duke,FALSE,
mob_curse_eye,item_green_matty,FALSE,
mob_curse_eye,item_dark_burgler,FALSE,
mob_curse_eye,item_red_hwarang_shirt,FALSE,
mob_curse_eye,item_black_knucklevest,FALSE,
mob_curse_eye,item_brown_piette,FALSE,
mob_curse_eye,item_blue_calas,FALSE,
mob_curse_eye,item_blue_moonlight,FALSE,
mob_curse_eye,item_black_martial_arts_pants,FALSE,
mob_curse_eye,item_black_knucklevest,FALSE,
mob_curse_eye,item_brown_piette_pants,FALSE,
mob_curse_eye,item_purple_shadow_pants,FALSE,
mob_curse_eye,item_nakamaki,FALSE,
mob_curse_eye,item_white_potion,FALSE,
mob_curse_eye,item_blue_potion,FALSE,
mob_curse_eye,item_orihalcon_ore,FALSE,
mob_jr_wraith,item_mesos,TRUE,
mob_jr_wraith,item_tablecloth,TRUE,
mob_jr_wraith,item_dark_crusader_chainmail,FALSE,
mob_jr_wraith,item_white_doros_robe,FALSE,
mob_jr_wraith,item_brown_doroness_robe,FALSE,
mob_jr_wraith,item_blue_avenger,FALSE,
mob_jr_wraith,item_dark_engrit,FALSE,
mob_jr_wraith,item_red_moon_shoes,FALSE,
mob_jr_wraith,item_red_pierre_shoes,FALSE,
mob_jr_wraith,item_bronze_wolfskin,FALSE,
mob_jr_wraith,item_orihalcon_arbion,FALSE,
mob_jr_wraith,item_dark_noel,FALSE,
mob_jr_wraith,item_mithril_scaler,FALSE,
mob_jr_wraith,item_niam,FALSE,
mob_jr_wraith,item_battle_bow,FALSE,
mob_jr_wraith,item_adamantium_avarice,FALSE,
mob_jr_wraith,item_white_potion,FALSE,
mob_jr_wraith,item_mokbi_throwing_stars,FALSE,
mob_jr_wraith,item_power_crystal_ore,FALSE,
mob_jr_wraith,item_adamantium_ore,FALSE,
mob_jr_wraith,item_opal_ore,FALSE,
mob_jr_boogie,item_mesos,TRUE,
mob_jr_boogie,item_jr_boogie_horn,TRUE,
mob_jr_boogie,item_white_potion,FALSE,
mob_jr_boogie,item_blue_potion,FALSE,
mob_jr_boogie,item_power_crystal_ore,FALSE,
mob_jr_boogie,item_wisdom_crystal_ore,FALSE,
mob_jr_boogie,item_dex_crystal_ore,FALSE,
mob_jr_boogie,item_luk_crystal_ore,FALSE,
mob_jr_boogie,item_dark_crystal_ore,FALSE,
mob_jr_boogie,item_the_magic_rock,FALSE,
mob_jr_boogie,item_the_summoning_rock,FALSE,
mob_jr_boogie,item_steel_ore,FALSE,
mob_jr_boogie,item_garnet_ore,FALSE,
mob_lupin,item_mesos,TRUE,
mob_lupin,item_orange_potion,TRUE,
mob_lupin,item_arrow_for_crossbow,TRUE,
mob_lupin,item_lupin_doll,TRUE,
mob_lupin,item_silver_ore,TRUE,
mob_lupin,item_lupins_banana,FALSE,
mob_lupin,item_brown_jester,FALSE,
